chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	extraction_method	extraction_status	character_count	word_count	output_path	note
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CURRENT_FOLDER_STRUCTURE.txt	ba3153f5011ecff39f4eadce191d7941cc29801a3b6eb4761a4e87e9a65fc8b1	ba3153f5011ecff39f4eadce191d7941cc29801a3b6eb4761a4e87e9a65fc8b1	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	6615	737	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/ba3153f5011e__CURRENT_FOLDER_STRUCTURE.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_REORGANIZATION_LOG.md	fd53bcb50747e4703f60d64c0e3123cd7d1c467c36e1c2917e9da1d1f4198799	fd53bcb50747e4703f60d64c0e3123cd7d1c467c36e1c2917e9da1d1f4198799	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	2011	236	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/fd53bcb50747__Legacy_REORGANIZATION_LOG.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/01_CURRENT_STRUCTURE_ANALYSIS.md	364f2fb74e1ed35bc1024c0185d504618a32e858c621e0937add45d80f03d27b	364f2fb74e1ed35bc1024c0185d504618a32e858c621e0937add45d80f03d27b	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	4276	603	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/364f2fb74e1e__01_CURRENT_STRUCTURE_ANALYSIS.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/02_FILE_MANIFEST.csv	959fd614ded4de4b178ddf31b03191d1192e34d32ba5575cb678e055df926521	959fd614ded4de4b178ddf31b03191d1192e34d32ba5575cb678e055df926521	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	44933	2535	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/959fd614ded4__02_FILE_MANIFEST.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/02_FILE_MANIFEST.pdf	904d6fb0000cede691fe9b28a897db5e44413e95a2ff5ce6ffcc62bee88fd1af	904d6fb0000cede691fe9b28a897db5e44413e95a2ff5ce6ffcc62bee88fd1af	HASH_VERIFIED	PDFTOTEXT_LAYOUT	EXTRACTED	54252	3954	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/904d6fb0000c__02_FILE_MANIFEST.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/03_DUPLICATE_REPORT.md	e73b55d4f36f630dfc45d61147e0d683a364af1f0e28a95f54c5da972cc24925	e73b55d4f36f630dfc45d61147e0d683a364af1f0e28a95f54c5da972cc24925	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	14241	1353	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/e73b55d4f36f__03_DUPLICATE_REPORT.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/04_AUTHORITY_AMBIGUITIES.md	2af657ba4e6666650bc2c4c44a13c6ba5b87feb292efa1d4a7349c06835b4fc3	2af657ba4e6666650bc2c4c44a13c6ba5b87feb292efa1d4a7349c06835b4fc3	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	3669	467	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/2af657ba4e66__04_AUTHORITY_AMBIGUITIES.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/05_NAMING_AND_PLACEMENT_ISSUES.md	3cb55e747e4d7b47b7af61a78c627db0ee3cd274618ee32af01ba4e37303176e	3cb55e747e4d7b47b7af61a78c627db0ee3cd274618ee32af01ba4e37303176e	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	3797	493	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/3cb55e747e4d__05_NAMING_AND_PLACEMENT_ISSUES.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/06_SECURITY_AND_UNKNOWN_FILES.md	e341c54c577ba5bc7f04b97d7c3d11d59dace003914cbd9df3f8995d15977afe	e341c54c577ba5bc7f04b97d7c3d11d59dace003914cbd9df3f8995d15977afe	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	3156	448	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/e341c54c577b__06_SECURITY_AND_UNKNOWN_FILES.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/07_MINIMAL_CLEANUP_PROPOSAL.md	a4ced05912df7c4a17f117039e8ae12b73601bf12bda2a2a28b0640f5beaafab	a4ced05912df7c4a17f117039e8ae12b73601bf12bda2a2a28b0640f5beaafab	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	5675	747	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/a4ced05912df__07_MINIMAL_CLEANUP_PROPOSAL.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Naming_History/PHASE3C_NAMING_CHANGE_LOG.md	adda533db7e29f86a39f97c517ad9afd47337b6b5edda11571d57f0895923b23	adda533db7e29f86a39f97c517ad9afd47337b6b5edda11571d57f0895923b23	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	18949	1426	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/adda533db7e2__PHASE3C_NAMING_CHANGE_LOG.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Naming_History/PHASE3C_NAMING_PROPOSAL.md	9a0a1bfc7a1c3867fa6eea536e7ec288bbec4a0e1289333976d6f025b24fe811	9a0a1bfc7a1c3867fa6eea536e7ec288bbec4a0e1289333976d6f025b24fe811	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	17578	1886	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/9a0a1bfc7a1c__PHASE3C_NAMING_PROPOSAL.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Naming_History/PHASE3C_NAMING_VALIDATION_REPORT.md	02e3c811b70d3fb0b4f92e784b499093de190dd4c0992987f7da8739bc307353	02e3c811b70d3fb0b4f92e784b499093de190dd4c0992987f7da8739bc307353	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	21414	1712	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/02e3c811b70d__PHASE3C_NAMING_VALIDATION_REPORT.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Original_Project_gitignore.txt	2b6e0de1dd86ba1295c97310b94d4219fff9918576dfd1d750657b696d85afe8	2b6e0de1dd86ba1295c97310b94d4219fff9918576dfd1d750657b696d85afe8	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	7	1	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/2b6e0de1dd86__Original_Project_gitignore.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Original_Repository_README.md	3ee6a965e08443bd8af139f01dbe92794e35af5f7888fd85ba1d6bcea27e7a4f	3ee6a965e08443bd8af139f01dbe92794e35af5f7888fd85ba1d6bcea27e7a4f	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	2942	272	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/3ee6a965e084__Original_Repository_README.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/PHASE3C_NAMING_FINALIZATION_LOG.md	beee446e6c6e73fa932c50e08812c4c51ca670a367cb02badc40860667a49a0c	beee446e6c6e73fa932c50e08812c4c51ca670a367cb02badc40860667a49a0c	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	3550	464	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/beee446e6c6e__PHASE3C_NAMING_FINALIZATION_LOG.md	Text extracted without summarization.
01	Project Mandate, Requirements and Governance	TIER_1	CORE_NARRATIVE	01_GOVERNANCE_AND_CONTROL/AUTHORITY_MAP.md	cda01b77e280ffd911540c5a78ad5dda294f12f1f3054888a14950f5fb1b4f5a	cda01b77e280ffd911540c5a78ad5dda294f12f1f3054888a14950f5fb1b4f5a	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	859	112	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/01/cda01b77e280__AUTHORITY_MAP.md	Text extracted without summarization.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_Architecture_Report_Final.md	84c658ba992d729027b1f931f8c20715f5deecf385b78e767e4c32e2b83354e1	84c658ba992d729027b1f931f8c20715f5deecf385b78e767e4c32e2b83354e1	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	44452	6236	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/84c658ba992d__Phase3C_OpenBraille_Architecture_Report_Final.md	Text extracted without summarization.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_Memory_Final.md	5dad0e392cf9c64d7e8f29be09fadb70acde5b965b95744fa066b5f4b4fd30eb	5dad0e392cf9c64d7e8f29be09fadb70acde5b965b95744fa066b5f4b4fd30eb	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	12288	1690	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/5dad0e392cf9__Phase3C_OpenBraille_Memory_Final.md	Text extracted without summarization.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_SOP_Final.md	bfee5dc46675d77b318f4a0d4fe864d77a570a1150cc2676a5dd10103f214e50	bfee5dc46675d77b318f4a0d4fe864d77a570a1150cc2676a5dd10103f214e50	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	4743	607	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/bfee5dc46675__Phase3C_OpenBraille_SOP_Final.md	Text extracted without summarization.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/PATENT_EVIDENCE_INDEX.md	307cb70cbb5544daf76582082e480e7fa4a22cc50fffa848f9ddd473ecd43255	307cb70cbb5544daf76582082e480e7fa4a22cc50fffa848f9ddd473ecd43255	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	580	91	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/307cb70cbb55__PATENT_EVIDENCE_INDEX.md	Text extracted without summarization.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/README.md	a5b2c7104d3ffdfcc12232ddbea726b8c87c60341d8883395b070736757d6339	a5b2c7104d3ffdfcc12232ddbea726b8c87c60341d8883395b070736757d6339	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	222	32	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/a5b2c7104d3f__README.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/03_Patent_Synthesis/01_OpenBraille_Patent_Synthesis_Work_Max.md	d92dbfbbbdbd4c49e9eaac9fab01e0d2a7db6d986c81d33ee65223710dd42eb1	d92dbfbbbdbd4c49e9eaac9fab01e0d2a7db6d986c81d33ee65223710dd42eb1	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	113339	14552	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/d92dbfbbbdbd__01_OpenBraille_Patent_Synthesis_Work_Max.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/03_Patent_Synthesis/02_OpenBraille_Patent_Synthesis_Valid_Secondary.md	b9fefadf621f014dc621ef9836ae11b80c05a0227f768c53c11ec1358fc8a09b	b9fefadf621f014dc621ef9836ae11b80c05a0227f768c53c11ec1358fc8a09b	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	85890	11211	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/b9fefadf621f__02_OpenBraille_Patent_Synthesis_Valid_Secondary.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CONDITIONAL_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/04_PreBuild_Simulation/OpenBraille_PreBuild_Future_Patent_Case_Simulation.md	c38b519adae4831714b5fda8dbae86f2ac97ffe748cabf5cf421651a1b64c8a7	c38b519adae4831714b5fda8dbae86f2ac97ffe748cabf5cf421651a1b64c8a7	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	90135	11703	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/c38b519adae4__OpenBraille_PreBuild_Future_Patent_Case_Simulation.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/OpenBraille/05_Roadmaps_and_Reference_Dossiers/HISTORICAL_Phase1C_OpenBraille_Concept_Dossier.docx	ac21af2a892f319e0b28d4d7314f4561c5aebad5291343c34d777beb933106ea	ac21af2a892f319e0b28d4d7314f4561c5aebad5291343c34d777beb933106ea	HASH_VERIFIED	DOCX_XML	EXTRACTED	4085	497	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/ac21af2a892f__HISTORICAL_Phase1C_OpenBraille_Concept_Dossier.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/OpenBraille/05_Roadmaps_and_Reference_Dossiers/OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.docx	b4ef1d7301d5e0a669185681160cb20c8a85d2464b822c3c569798238f13e27b	b4ef1d7301d5e0a669185681160cb20c8a85d2464b822c3c569798238f13e27b	HASH_VERIFIED	DOCX_XML	EXTRACTED	50852	6664	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/b4ef1d7301d5__OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.md	Text extracted without summarization.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/OpenBraille/05_Roadmaps_and_Reference_Dossiers/OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.pdf	ee9cce3ebd57dd84b3bbacd9d4738fc219a334441b80c2bb34e0417c90060ab4	ee9cce3ebd57dd84b3bbacd9d4738fc219a334441b80c2bb34e0417c90060ab4	HASH_VERIFIED	PDFTOTEXT_LAYOUT	EXTRACTED	88966	7091	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/ee9cce3ebd57__OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_Architecture_Report_Final.md	ba7d1824fe1ab260be903aead8d9bac00cee83141b6f7728d0e220b65fd8eeb4	ba7d1824fe1ab260be903aead8d9bac00cee83141b6f7728d0e220b65fd8eeb4	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	32293	4608	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/ba7d1824fe1a__Phase3C_VibeGuard_Architecture_Report_Final.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_Memory_Final.md	e4b96f7ee53bbc94ec960db281a1a56745fc6c8121133b813ca37b76798da5e5	e4b96f7ee53bbc94ec960db281a1a56745fc6c8121133b813ca37b76798da5e5	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	9420	1243	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/e4b96f7ee53b__Phase3C_VibeGuard_Memory_Final.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_SOP_Final.md	6386bf6d73bbbbb7127c568692ba09abcbdf6dc4cbac40a97690b4edb0dca974	6386bf6d73bbbbb7127c568692ba09abcbdf6dc4cbac40a97690b4edb0dca974	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	15733	2059	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/6386bf6d73bb__Phase3C_VibeGuard_SOP_Final.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/VibeGuard/05_Roadmaps_and_Reference_Dossiers/HISTORICAL_Phase1C_VibeGuard_Concept_Dossier.docx	8a3c40cdc9ec899934ca9a37b05f9c0df22b583cd3ee259ebc81c1da9f0a0ae7	8a3c40cdc9ec899934ca9a37b05f9c0df22b583cd3ee259ebc81c1da9f0a0ae7	HASH_VERIFIED	DOCX_XML	EXTRACTED	4522	535	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/8a3c40cdc9ec__HISTORICAL_Phase1C_VibeGuard_Concept_Dossier.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/VibeGuard/05_Roadmaps_and_Reference_Dossiers/VibeGuard_Semester_Implementation_and_Future_Research_Roadmap.pdf	8702d859cdcf816afb2ac31673759a0382348fb69b8e6a4c65120b7c7fe0deff	8702d859cdcf816afb2ac31673759a0382348fb69b8e6a4c65120b7c7fe0deff	HASH_VERIFIED	PDFTOTEXT_LAYOUT	EXTRACTED	100008	6726	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/8702d859cdcf__VibeGuard_Semester_Implementation_and_Future_Research_Roadmap.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/PATENT_EVIDENCE_INDEX.md	cb80b048a9238c232ed2b9a37da9f0997ba65cd5eb5f0f303764c42b51c99e4b	cb80b048a9238c232ed2b9a37da9f0997ba65cd5eb5f0f303764c42b51c99e4b	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	601	90	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/cb80b048a923__PATENT_EVIDENCE_INDEX.md	Text extracted without summarization.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/README.md	1c2d6a321bb7c2673eefed788241e515bae213a5e654c3f524f8a6b3dad89b9f	1c2d6a321bb7c2673eefed788241e515bae213a5e654c3f524f8a6b3dad89b9f	HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	202	24	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/1c2d6a321bb7__README.md	Text extracted without summarization.
