chapter_id	chapter_title	relative_path	authority_role_for_chapter	actual_sha256	hash_status	extraction_method	extraction_status	character_count	word_count	note
12	Provenance and AI-Use Controls	06_TRANSPORT_AND_PROVENANCE/03_Launchers_and_Checklists/VibeGuard_Synthesis_Launcher_FINAL.txt	TIER_5_TRANSPORT_EXAMPLE	97e468c15bccf79f0dabc6e4bd4e05f4c592739148bacc2f7c96cb30809f417c	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	1341	180	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	03_CONCEPT_PORTFOLIO/OpenBraille/PATENT_EVIDENCE_INDEX.md	TIER_2_SUPPORTING_EVIDENCE	307cb70cbb5544daf76582082e480e7fa4a22cc50fffa848f9ddd473ecd43255	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	580	91	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	03_CONCEPT_PORTFOLIO/VibeGuard/PATENT_EVIDENCE_INDEX.md	TIER_2_SUPPORTING_EVIDENCE	cb80b048a9238c232ed2b9a37da9f0997ba65cd5eb5f0f303764c42b51c99e4b	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	601	90	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	03_CONCEPT_PORTFOLIO/TrueMoist/PATENT_EVIDENCE_INDEX.md	TIER_2_SUPPORTING_EVIDENCE	163cb6af44fcced08d6427b30ad00e155163377d0deb33bbced9f2583d3350a1	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	567	88	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	04_COMPARATIVE_DECISION/01_Common_Evidence_and_Gates/02_Authoritative_Source_Manifest.md	TIER_2_DECISION_EVIDENCE	f2d6f77836230780b63ae10353d9bf65f61d43ef2500e0872b5e9a65e57835c6	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	7012	898	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	00_START_HERE/07_STAGE5_TRANSPORT_PROVENANCE_VALIDATION.md	TIER_5_AUDIT	417bf666f3d6346b0afc2e49a4a71052614a6adadc80f282f90673e20ff77c89	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	23986	1325	Full text extracted without synthesis, correction or reconciliation.
12	Provenance and AI-Use Controls	08_MASTER_MANUAL/02_Chapter_Source_Maps/12_Research_Provenance_and_AI_Workflow_Control_SOURCES.md	POST_FREEZE_MAPPING_CONTROL	8038106fc9935e889eebb7b03eb047cc7cbbeb32bd52e37d7ef0fe523ef84491	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	12215	875	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/ARCHIVE_INDEX.md	TIER_5_ARCHIVE_PRIMARY	ce262a6250572344c465064cf47217b7d539d919c230f3048459d2a4683cae98	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	780	102	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/README.md	TIER_5_ARCHIVE_PRIMARY	b7e948d80eddb1ad5bec10684b0214691cf3303a92eb1c12d1ceed2efbcb0111	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	575	76	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/FAILED_CONCEPT_SWAP_VibeGuard_Deep_Research_Synthesis.md	TIER_5_FAILED_OUTPUT	8dd3e9c2a131c77427f8fd8034e6594a0eddb9080cbb6d1e33abfc99b5bc6134	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	11614	1487	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/OpenBraille/FAILED_CONCEPT_SWAP_OpenBraille_Deep_Research_Synthesis.md	TIER_5_FAILED_OUTPUT	d9b3fce5d7133d2457dd18c1092fb5eaab43f827e4c0eb864462beab1fdfc822	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	15925	2210	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/TrueMoist/SUPPLEMENTARY_EXCLUDED_TrueMoist_Work_Max_Web_Audit.md	TIER_5_EXCLUDED_SUPPLEMENT	6efe433b5b86b75830b93ad0a32f5a8db703d0a9740c4481ef4cea7db5a89dec	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	107085	13665	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/05_Unrelated_Quarantine/INTENTIONAL_EXCLUSIONS.md	TIER_5_QUARANTINE_CONTROL	908a34152f9bd09e1dbf951169f5f452432aaa0bd416d80efe91713c2cf536ce	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	740	84	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/01_Superseded/Convenience_Folder_Variants/COPY PASTE FOLDER/Project_mC_Decision_Register_v1.0.md	TIER_5_SUPERSEDED	2ecf77fbbba9966a7769a2e715034f6b9ff7362d7aa51261219ee118085d22d3	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	42519	4660	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Project_mC_Decision_Register_v1_1.md	TIER_5_SUPERSEDED	11efb57dac75c36c80f2d27c17c2689dbae645efca821a1d1b5d4574eeeed112	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	53991	5890	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/01_Superseded/TrueMoist/Phase3C_TrueMoist_PDR_Patch_Historical.md	TIER_5_SUPERSEDED	fd2965c371701c137897cda021885bce46e5b6b0c0d2e14126d6903c7078b3a1	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	9941	1192	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Phase3C_TrueMoist_Architecture_Report_by_Claude.md	TIER_5_SUPERSEDED	e494a9d8bc1894a1d433deceea8b1a7bc9fc0c05ff5591d28f66fca5249c990c	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	48863	6814	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/01_Superseded/TrueMoist/Earlier_Claude_Architecture/Phase3C_TrueMoist_MEMORY.md	TIER_5_SUPERSEDED	e19bfa953ec27bbbc3c64a142f81df3c71e2a5fd2e5ff9747fb52e8c061f54f2	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	12848	1729	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research_on_f.patent_by_qwen2.md	TIER_5_PARTIAL_FRAGMENT	9e510aa8188e46f247342f961467320c62a9a0cba256f3eda50f8b9d757fdb82	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	25739	3368	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f.patent by mistral 2.md	TIER_5_PARTIAL_FRAGMENT	cb93eee902cc5e0bd6b6699f6d603fc8fc2830fdf27f1d7a54512f5f6c227a82	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	22393	3344	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	09_ARCHIVE/03_Failed_or_Partial_Research/TrueMoist/Legacy_Fragments_and_Variants/research on f.patent by qwen #0.md	TIER_5_PARTIAL_FRAGMENT	d8abc8efe8c6a4d5111ecca56d76ca68dd0db142dfb3a54bd48375b05b1b2045	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	45114	4735	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	00_START_HERE/09_STAGE8_FINAL_ARCHIVAL_SWEEP_VALIDATION.md	TIER_5_AUDIT	deb56e43a0fe430f14778899d729d4a837f7f526b75fd72d865008cb2a83acc4	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	1507	182	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	00_START_HERE/09_STAGE8_FINAL_ARCHIVAL_SWEEP_LOG.tsv	TIER_5_AUDIT	78a48b5517f456d15321ca004227a0d67c293b020e1694da335f8278d71e9bf7	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	49222	1935	Full text extracted without synthesis, correction or reconciliation.
13	Superseded, Failed, Partial and Archived Material	08_MASTER_MANUAL/02_Chapter_Source_Maps/13_Superseded_Failed_Partial_and_Archived_Routes_SOURCES.md	POST_FREEZE_MAPPING_CONTROL	a4bb05fdba0c01cc0b5473c345acb5c6826458667e40cecee58fde880f601d84	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	7771	680	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/01_Source_Index/SOURCE_FREEZE_NOTICE.md	TIER_1_SOURCE_CONTROL	1b8a3cf0efb1849091a2913e96bad2578e9b122e576ba8fe6f9279e294132743	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	985	119	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/01_Source_Index/MASTER_MANUAL_SOURCE_POLICY.md	TIER_1_SOURCE_CONTROL	c5433b5d33523548bcd92d3c8628eb0eb7c902daaa19d70df377368d4d82cdc4	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	1506	209	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CLEANUP_VALIDATION_REPORT.md	TIER_1_REPOSITORY_CONTROL	975767d50bf28bb29c0ed7b12b3c4949551f7fefc63f4aef9004335a7a18efe5	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	6695	862	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/04_AUTHORITY_AMBIGUITIES.md	TIER_1_REPOSITORY_CONTROL	2af657ba4e6666650bc2c4c44a13c6ba5b87feb292efa1d4a7349c06835b4fc3	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	3669	467	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Repository_Audit/03_DUPLICATE_REPORT.md	TIER_1_REPOSITORY_CONTROL	e73b55d4f36f630dfc45d61147e0d683a364af1f0e28a95f54c5da972cc24925	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	14241	1353	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Naming_History/PHASE3C_NAMING_VALIDATION_REPORT.md	TIER_1_REPOSITORY_CONTROL	02e3c811b70d3fb0b4f92e784b499093de190dd4c0992987f7da8739bc307353	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	21414	1712	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/01_STAGE1_GOVERNANCE_VALIDATION.md	TIER_5_AUDIT	7be9b6558728c51a8982e30e0e224ad0c7d15fc4be51dfbcea910b45b38121cc	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	5068	338	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/02_STAGE2_PHASE_HISTORY_VALIDATION.md	TIER_5_AUDIT	0fe6ba5ac5a1f83278237bc90d3e1b2794c104e0b10bb89526e73626266726d2	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	12650	807	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/03_STAGE3A_CONCEPT_ARCHITECTURE_VALIDATION.md	TIER_5_AUDIT	d8eb2ac7d5d6749619b869488beb08aecb51eb921f03709cf0c4a7362013c98f	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	8902	540	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/04_STAGE3B_PATENT_EVIDENCE_VALIDATION.md	TIER_5_AUDIT	541c275782505f13c66713a86248368ae26d7d31fd215330fb28c7ca3558700f	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	16804	940	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/05_STAGE4A_COMPARATIVE_DECISION_VALIDATION.md	TIER_5_AUDIT	80f2e3c7c9208d11248f85024af60bcd47a97d8a0c7af4e195df6e3e09b6f885	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	9764	639	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/06_STAGE4B_TEACHER_AND_REVIEW_VALIDATION.md	TIER_5_AUDIT	6781d37ac5513bc5d14095ecde86147376ae2d02ac6e51dff3c90a1bc228a99a	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	8415	573	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/07_STAGE5_TRANSPORT_PROVENANCE_VALIDATION.md	TIER_5_AUDIT	417bf666f3d6346b0afc2e49a4a71052614a6adadc80f282f90673e20ff77c89	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	23986	1325	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/08_STAGE6A_HISTORICAL_RESEARCH_VALIDATION.md	TIER_5_AUDIT	8fa5419bf7dabdf4d90e29e472638445c516797787134dcdeabeda129fcfc834	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	16519	1084	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/09_STAGE8_FINAL_ARCHIVAL_SWEEP_VALIDATION.md	TIER_5_AUDIT	deb56e43a0fe430f14778899d729d4a837f7f526b75fd72d865008cb2a83acc4	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	1507	182	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/09_STAGE8_FINAL_ARCHIVAL_SWEEP_LOG.tsv	TIER_5_AUDIT	78a48b5517f456d15321ca004227a0d67c293b020e1694da335f8278d71e9bf7	FROZEN_HASH_VERIFIED	PLAIN_TEXT	EXTRACTED	49222	1935	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/02_Chapter_Source_Maps/MASTER_MANUAL_SOURCE_MAP.tsv	POST_FREEZE_SOURCE_MAP_CONTROL	ac4105f2e19f256a48a45dd74e684e68c226ab11756a44c1b2d0254d4764b3d7	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	89467	5652	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/00_Blueprint/MASTER_MANUAL_MAPPING_SUMMARY.md	POST_FREEZE_MAPPING_CONTROL	57e97fb72b53f7233c2d0cc2577c8049c9b047c5f9fa6759bae8c3669b3d5645	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	1870	260	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/02_Chapter_Source_Maps/MASTER_MANUAL_UNMAPPED_FILES.tsv	POST_FREEZE_MAPPING_CONTROL	41d72d09d0772dd5b367d5177392226c42ab8e20a639fede468e90dbf30f8e6e	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	197	13	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/02_Chapter_Source_Maps/14_Source_Integrity_Audit_and_Reproducibility_SOURCES.md	POST_FREEZE_MAPPING_CONTROL	be8c1ce6e38ac0d313cd9f6413f67280e2e5dc1f4ce464991935375be5d8e2ae	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	3846	326	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	08_MASTER_MANUAL/02_Chapter_Source_Maps/A1_Appendix_A_Complete_Source_Register_SOURCES.md	POST_FREEZE_MAPPING_CONTROL	e523c77ca3b8341c4138db87713d943d8c54f02dcd5d0a99ce97c3b6da2ff7fa	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	259	40	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/29_STAGE10R_PROVENANCE_ARCHIVE_INTEGRITY_PACKETS_VALIDATION.md	POST_FREEZE_PROCESS_CONTROL	c4f3a3eea6d1ef939496b8400dbbf41422e86713edb6ff659c3aefe7db7d5c86	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	765	100	Full text extracted without synthesis, correction or reconciliation.
14	Source Integrity and Evidence Control	00_START_HERE/30_STAGE10R_R_PROVENANCE_ARCHIVE_INTEGRITY_COVERAGE_REPAIR_AUDIT.md	POST_FREEZE_PROCESS_CONTROL	591c5d6fe6636f2b5fdd2f0103bf7cd1c196bcaf6e7f8b75e4548100936e8c0f	LOCAL_HASH_RECORDED	PLAIN_TEXT	EXTRACTED	11909	1167	Full text extracted without synthesis, correction or reconciliation.
