classification	source	audit_sha256	actual_sha256	action	destination	existing_identical_path	status	note
PEER_OR_CLASS_REFERENCE	/home/paradoxpete/Documents/PROJECT/PHASE 1/PHASE 1C/OTHERS IDEA FORMAT/USB_Powered_Smart_Cabinet_Abstract.pdf	97d240350257e89ad533ef3067c7bf41e18362e01f1d43823eb73e68f9049d17	97d240350257e89ad533ef3067c7bf41e18362e01f1d43823eb73e68f9049d17	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/05_TEACHER_AND_REVIEWS/03_Other_Groups/Reference_Documents/USB_Powered_Smart_Cabinet_Abstract.pdf		COPIED_AND_VERIFIED	Peer/class reference only; not Project mC authority.
UNRELATED_QUARANTINE_CANDIDATE	/home/paradoxpete/Documents/PROJECT/ZEROTH PRESENTATION/panicker.pptx	ea4692f5ee3a0ec5fb3b2b79bca24b41ff4c1c550daf4cc856e082339e7f0fb8		EXCLUDE			INTENTIONALLY_EXCLUDED	Unrelated OOMD/seminar material; not Project mC evidence.
UNRELATED_QUARANTINE_CANDIDATE	/home/paradoxpete/Documents/PROJECT/ZEROTH PRESENTATION/panicker.py	fffaf8f55997b3eeb77b7df59699663130ce4faab1a89c132513b800d52cf2c1		EXCLUDE			INTENTIONALLY_EXCLUDED	Unrelated OOMD/seminar material; not Project mC evidence.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/.gitignore	2b6e0de1dd86ba1295c97310b94d4219fff9918576dfd1d750657b696d85afe8	2b6e0de1dd86ba1295c97310b94d4219fff9918576dfd1d750657b696d85afe8	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Original_Project_gitignore.txt		COPIED_AND_VERIFIED	Original repository ignore rules.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/00_READ_FIRST_OpenBraille_Patent_Deep_Research_Instructions.md	f41208966b1efd4a0bb7462e11b25a54d7a54549a13ba6d1ad3c98131a56ed4e	f41208966b1efd4a0bb7462e11b25a54d7a54549a13ba6d1ad3c98131a56ed4e	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/06_TRANSPORT_AND_PROVENANCE/01_Governing_Instructions/OpenBraille_Patent_Deep_Research_Instructions_LOCATED.md		COPIED_AND_VERIFIED	Located OpenBraille patent deep-research instruction; preserved under its actual filename identity.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/CLEANUP_DIFF_NAME_STATUS.txt	109a32a0c4f7f991c157fb4743601f6033bea3db415edf5a04b24f5cc64f7f53	109a32a0c4f7f991c157fb4743601f6033bea3db415edf5a04b24f5cc64f7f53	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CLEANUP_DIFF_NAME_STATUS.txt		COPIED_AND_VERIFIED	Legacy repository cleanup, context or structure record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/CLEANUP_VALIDATION_REPORT.md	975767d50bf28bb29c0ed7b12b3c4949551f7fefc63f4aef9004335a7a18efe5	975767d50bf28bb29c0ed7b12b3c4949551f7fefc63f4aef9004335a7a18efe5	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CLEANUP_VALIDATION_REPORT.md		COPIED_AND_VERIFIED	Legacy repository cleanup, context or structure record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/CONTEXT_AND_ZIP_PACKAGES.md	98a9febc897d759037e545cba8424e0bec33243804d0bcda5285b7bd5cfbe16d	98a9febc897d759037e545cba8424e0bec33243804d0bcda5285b7bd5cfbe16d	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CONTEXT_AND_ZIP_PACKAGES.md		COPIED_AND_VERIFIED	Legacy repository cleanup, context or structure record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/CURRENT_FOLDER_STRUCTURE.txt	ba3153f5011ecff39f4eadce191d7941cc29801a3b6eb4761a4e87e9a65fc8b1	ba3153f5011ecff39f4eadce191d7941cc29801a3b6eb4761a4e87e9a65fc8b1	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/01_GOVERNANCE_AND_CONTROL/04_Repository_Control/Legacy_Audits_and_Snapshots/CURRENT_FOLDER_STRUCTURE.txt		COPIED_AND_VERIFIED	Legacy repository cleanup, context or structure record.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINALISED DECISION/TRUEMOIST/research/research on f.patent by chatgpt high deeprserach.pdf	cb5044f5576556b6f8c0bdbf57658597b5531e246e049b5f4ea0da21be49b505	cb5044f5576556b6f8c0bdbf57658597b5531e246e049b5f4ea0da21be49b505	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/TrueMoist/Legacy_Fragments_and_Variants/research on f.patent by chatgpt high deeprserach.pdf		COPIED_AND_VERIFIED	Earlier, overlapping or uncontrolled TrueMoist research variant.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINALISED DECISION/TRUEMOIST/research/research on f.patent by qwen #0.md	d8abc8efe8c6a4d5111ecca56d76ca68dd0db142dfb3a54bd48375b05b1b2045	d8abc8efe8c6a4d5111ecca56d76ca68dd0db142dfb3a54bd48375b05b1b2045	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/TrueMoist/Legacy_Fragments_and_Variants/research on f.patent by qwen #0.md		COPIED_AND_VERIFIED	Earlier, overlapping or uncontrolled TrueMoist research variant.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINALISED DECISION/TRUEMOIST/research/reserach.md	2e73ec4e1cd5e08d5f5b6628fb5e70986d3591cc5a5916fa580f08b25db638bc	2e73ec4e1cd5e08d5f5b6628fb5e70986d3591cc5a5916fa580f08b25db638bc	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/TrueMoist/Legacy_Fragments_and_Variants/reserach.md		COPIED_AND_VERIFIED	Earlier, overlapping or uncontrolled TrueMoist research variant.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/README.md	e213c44f71348a07dfa2b0982d5944fa8d4458f4a118531fd8ade6f2bf6e09e2	e213c44f71348a07dfa2b0982d5944fa8d4458f4a118531fd8ade6f2bf6e09e2	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/04_COMPARATIVE_DECISION/01_Common_Evidence_and_Gates/09_Final_Downselection_README.md		COPIED_AND_VERIFIED	Original final-downselection directory guide.
UNREPRESENTED_REVIEW_REQUIRED	/home/paradoxpete/Documents/PROJECT/PHASE 3/PHASE 3C-Comparative Technical Evaluation/FINAL_DOWNSELECTION/RESEAERCH/VIBEGUARD/research on f. patent by chatgpt.md	0bf20103740b63a5627b583932aed4663914713749b3e9b2732592335957dac0	0bf20103740b63a5627b583932aed4663914713749b3e9b2732592335957dac0	COPY	/home/paradoxpete/Documents/PROJECT_ORGANIZED/09_ARCHIVE/03_Failed_or_Partial_Research/VibeGuard/Legacy_Fragments_and_Variants/research on f. patent by chatgpt.md		COPIED_AND_VERIFIED	Earlier or fragmented VibeGuard patent-research variant; excluded from the controlled six-lane set.
